RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
0.6045,17.5,2.0044,21.71,-0.0256,71.48,0.5986,4.210000000000001
0.5891,17.5,1.9915,21.54,-0.0217,70.4,0.5527,4.039999999999999
0.6067,17.5,1.9949,21.94,-0.0204,70.15,0.4996,4.440000000000001
0.6415,17.5,2.0123,22.55,-0.0204,70.55,0.4611,5.050000000000001
0.658,17.5,2.0352,20.86,-0.0277,71.28,0.4376,3.3599999999999994
0.6434,17.5,2.037,20.62,-0.0322,70.42,0.4647,3.120000000000001
0.6291,17.5,1.9744,21.03,-0.0356,68.43,0.5381,3.530000000000001
0.6273,17.5,1.9614,22.6,-0.0386,67.07,0.5725,5.100000000000001
0.6136,17.5,1.9533,24.33,-0.038,68.66,0.5503,6.829999999999998
0.6031,17.5,1.9877,23.07,-0.0348,69.77,0.5119,5.57
0.6029,17.5,2.0401,22.79,-0.0305,69.62,0.4645,5.289999999999999
0.6192,17.5,2.0526,21.94,-0.0256,71.67,0.4278,4.440000000000001
0.6258,17.5,2.053,22.09,-0.0221,72.9,0.4366,4.59
0.6224,17.5,2.0443,21.33,-0.0174,73.85,0.4692,3.8299999999999983
0.5922,17.5,2.0247,22.44,-0.0111,70.09,0.5183,4.940000000000001
0.5706,17.5,2.0115,24.14,-0.0153,70.25,0.5518,6.640000000000001
0.5602,17.5,2.0071,23.31,-0.0218,74.22,0.5363,5.809999999999999
0.5989,17.5,2.0176,21.64,-0.0262,76.69,0.5019,4.140000000000001
0.6428,17.5,2.0382,20.39,-0.0305,75.32,0.4941,2.8900000000000006
0.6666,17.5,2.065,16.88,-0.0358,73.76,0.5142,-0.620000000000001
0.6808,17.5,2.0766,16.69,-0.0316,76.71,0.5425,-0.8099999999999987
0.6635,17.5,2.076,16.7,-0.0298,78.46,0.5772,-0.8000000000000007
0.6862,17.5,2.0606,16.16,-0.0281,76.1,0.6066,-1.3399999999999999
0.6788,17.5,2.0436,16.56,-0.0249,73.32,0.6068,-0.9400000000000013
0.7264,17.5,2.0343,18.32,-0.0207,73.28,0.6215,0.8200000000000003
0.7239,17.5,2.06,20.17,-0.0143,73.33,0.6327,2.6700000000000017
0.703,17.5,2.112,21.53,0.0067,73.1,0.6108,4.030000000000001
0.6986,17.5,2.1949,20.09,0.0304,73.27,0.6033,2.59
0.7109,17.5,2.2153,19.55,0.0373,75.29,0.6069,2.0500000000000007
0.7467,17.5,2.1717,19.41,0.0113,73.89,0.5869,1.9100000000000001
0.7304,17.5,2.0988,17.24,-0.0051,70.14,0.5631,-0.26000000000000156
0.713,17.5,2.0835,17.31,-0.0137,68.75,0.5581,-0.19000000000000128
0.6713,17.5,2.0493,17.88,-0.016,72.13,0.541,0.379999999999999
0.6497,17.5,2.0336,18.75,-0.0143,75.19,0.537,1.25
0.6396,17.5,2.0147,18.84,-0.013,75.83,0.5357,1.3399999999999999
0.6317,17.5,2.0092,19.99,-0.0101,75.64,0.5296,2.4899999999999984
0.6418,17.5,2.0129,20.33,-0.01,76.71,0.5201,2.8299999999999983
0.6417,17.5,2.0274,20.34,-0.016,78.01,0.5001,2.84
0.6543,17.5,2.0434,20.78,-0.0217,77.57,0.479,3.280000000000001
0.6447,17.5,2.0623,21.61,-0.0219,75.74,0.4742,4.109999999999999
0.638,17.5,2.0688,20.02,-0.0219,75.83,0.4782,2.5199999999999996
0.6357,17.5,2.0671,20.34,-0.0219,75.12,0.5027,2.84
0.6297,17.5,2.0535,21.73,-0.0219,74.75,0.5411,4.23
0.6235,17.5,2.0337,21.77,-0.0219,73.88,0.5691,4.27
0.6325,17.5,2.0166,21.87,-0.0256,71.87,0.5579,4.370000000000001
0.6645,17.5,2.015,20.42,-0.0313,69.89,0.5354,2.9200000000000017
0.6985,17.5,2.0516,20.07,-0.0336,68.51,0.5196,2.5700000000000003
0.6961,17.5,2.0857,20.35,-0.0308,68.89,0.5093,2.8500000000000014
0.6775,17.5,2.1005,21.26,-0.0243,69.89,0.5316,3.7600000000000016
0.6454,17.5,2.0952,21.6,-0.0207,71.63,0.5646,4.100000000000001
0.6271,17.5,2.0796,22.02,-0.0193,72.23,0.5644,4.52
0.6076,17.5,2.0694,22.38,-0.0178,74.56,0.5529,4.879999999999999
0.6148,17.5,2.069,20.24,-0.0166,74.92,0.5285,2.7399999999999984
0.632,17.5,2.0767,18.25,-0.0139,73.76,0.4955,0.75
0.6716,17.5,2.0943,17.92,-0.0157,70.27,0.4808,0.4200000000000017
0.6549,17.5,2.1085,17.58,-0.0179,68.9,0.492,0.0799999999999983
0.6481,17.5,2.108,17.47,-0.0212,70.72,0.4946,-0.030000000000001137
0.63,17.5,2.0993,17.93,-0.0235,73.22,0.505,0.4299999999999997
0.6266,17.5,2.0894,18.01,-0.0236,72.43,0.507,0.5100000000000016
0.6366,17.5,2.0832,16.98,-0.0224,69.23,0.5075,-0.5199999999999996
0.6503,17.5,2.0772,17.46,-0.0207,68.15,0.5174,-0.03999999999999915
0.6589,17.5,2.0693,18.57,-0.012,67.3,0.5467,1.0700000000000003
0.6784,17.5,2.0594,19.53,-0.0117,69.59,0.5858,2.030000000000001
0.7114,17.5,2.0494,20.12,-0.0117,70.24,0.648,2.620000000000001
0.7641,17.5,2.0432,21.25,-0.0136,70.23,0.7196,3.75
0.7968,17.5,2.0372,22.88,-0.0126,70.16,0.8021,5.379999999999999
0.8372,17.5,2.0332,24.41,-0.0104,70.57,0.857,6.91
0.8518,17.5,2.034,24.54,-0.0059,72.73,0.8484,7.039999999999999
0.8855,17.5,2.0388,22.88,-0.0023,73.29,0.7967,5.379999999999999
0.8634,17.5,2.0361,23.11,-0.0007,72.91,0.7405,5.609999999999999
0.826,17.5,2.0245,22.79,0.0005,72.09,0.6825,5.289999999999999
0.7414,17.5,2.0057,22.22,0.0015,71.37,0.6419,4.719999999999999
0.6744,17.5,1.9809,22.65,-0.0035,71.82,0.6115,5.149999999999999
0.6308,17.5,1.9598,22.88,-0.0208,73.23,0.575,5.379999999999999
0.6172,17.5,1.9571,22.51,-0.0281,74.56,0.529,5.010000000000002
0.6174,17.5,1.9753,22.27,-0.0255,77.06,0.4819,4.77
0.6244,17.5,2.0203,21.2,-0.0254,74.88,0.452,3.6999999999999993
0.6325,17.5,2.0519,20.3,-0.0243,73.08,0.4451,2.8000000000000007
0.6256,17.5,2.0646,20.04,-0.0207,71.92,0.4464,2.539999999999999
0.6151,17.5,2.0669,19.43,-0.0148,74.62,0.4551,1.9299999999999997
0.5957,17.5,2.067,19.95,-0.0081,74.72,0.4781,2.4499999999999993
0.5854,17.5,2.0651,18.9,-0.0033,72.24,0.485,1.3999999999999986
0.5732,17.5,2.0573,18.74,0.0003,71.5,0.4878,1.2399999999999984
0.5941,17.5,2.0483,18.15,0.0024,72.41,0.5022,0.6499999999999986
0.6223,17.5,2.049,17.3,-0.0014,72.47,0.5105,-0.1999999999999993
0.6717,17.5,2.0567,17.49,-0.003,70.61,0.5218,-0.010000000000001563
0.7138,17.5,2.0618,17.83,-0.0035,71.34,0.5383,0.3299999999999983
0.719,17.5,2.0562,18.18,-0.0032,72.4,0.5474,0.6799999999999997
0.7013,17.5,2.0358,18.41,-0.0015,75.71,0.5382,0.9100000000000001
0.6657,17.5,2.0186,18.63,-0.0013,76.93,0.5408,1.129999999999999
0.651,17.5,2.0084,19.32,-0.0029,78.47,0.5563,1.8200000000000003
0.6308,17.5,2.0128,21.06,-0.0072,76.74,0.5666,3.5599999999999987
0.642,17.5,2.0245,22.43,-0.011,75.52,0.5794,4.93
0.6653,17.5,2.0394,21.9,-0.0175,73.93,0.5892,4.399999999999999
0.7129,17.5,2.0467,22.12,-0.0226,72.08,0.5754,4.620000000000001
0.7398,17.5,2.0489,23.12,-0.0308,71.69,0.562,5.620000000000001
0.7584,17.5,2.0432,23.22,-0.0307,73.45,0.5782,5.719999999999999
0.7302,17.5,2.0353,22.87,-0.0231,74.63,0.5865,5.370000000000001
0.6885,17.5,2.0196,23.34,-0.0203,77.15,0.599,5.84
0.6526,17.5,2.0113,22.56,-0.017,75.92,0.6189,5.059999999999999
0.6378,17.5,2.01,21.01,-0.0153,74.43,0.6002,3.5100000000000016
0.6315,17.5,2.0206,19.42,-0.0152,71.66,0.5449,1.9200000000000017
0.6399,17.5,2.0326,19.84,-0.013,69.89,0.5106,2.34
0.6574,17.5,2.0388,20.31,-0.0113,69.63,0.4757,2.8099999999999987
0.6495,17.5,2.0342,19.58,-0.0169,68.82,0.4453,2.0799999999999983
0.6194,17.5,2.0244,20.63,-0.0235,69.92,0.4461,3.129999999999999
0.6005,17.5,2.0057,21.41,-0.0297,71.39,0.4663,3.91
0.5888,17.5,2.0012,23.09,-0.0347,70.9,0.4771,5.59
0.6004,17.5,1.9682,20.46,-0.0407,70.58,0.4833,2.960000000000001
0.6101,17.5,1.9622,20.09,-0.0428,71.18,0.5092,2.59
0.6145,17.5,1.9668,19.64,-0.0429,73.43,0.5176,2.1400000000000006
0.6262,17.5,1.9863,19.37,-0.039,73.95,0.514,1.870000000000001
0.6702,17.5,1.9976,19.16,-0.0389,72.31,0.5326,1.6600000000000001
0.7201,17.5,2.0067,18.36,-0.0376,68.44,0.5483,0.8599999999999994
0.7494,17.5,2.0234,18.58,-0.0365,65.54,0.5604,1.0799999999999983
0.7079,17.5,2.0288,18.5,-0.0316,64.32,0.6094,1.0
0.6783,17.5,2.0174,18.74,-0.03,67.25,0.6436,1.2399999999999984
0.6605,17.5,1.9948,18.87,-0.0308,70.24,0.6244,1.370000000000001
0.6843,17.5,1.9882,18.56,-0.0309,74.42,0.5907,1.0599999999999987
0.7143,17.5,1.9957,17.87,-0.0298,77.04,0.5594,0.370000000000001
0.7258,17.5,2.0403,17.77,-0.0261,78.65,0.5414,0.2699999999999996
0.7229,17.5,2.0584,17.9,-0.0232,76.09,0.5458,0.3999999999999986
0.7013,17.5,2.0551,17.8,-0.021,72.93,0.5623,0.3000000000000007
0.6836,17.5,2.0454,17.78,-0.0223,71.96,0.5709,0.28000000000000114
0.6719,17.5,2.0412,17.78,-0.0209,73.83,0.5708,0.28000000000000114
0.6674,17.5,2.0429,17.53,-0.0198,72.25,0.5678,0.030000000000001137
0.6732,17.5,2.0449,17.74,-0.0203,69.75,0.5626,0.23999999999999844
0.6596,17.5,2.0469,18.35,-0.0177,68.87,0.5539,0.8500000000000014
0.6505,17.5,2.046,18.86,-0.0129,71.59,0.5505,1.3599999999999994
0.6586,17.5,2.0402,19.91,-0.0085,74.13,0.5399,2.41
0.6726,17.5,2.0323,20.21,-0.0051,71.46,0.5167,2.710000000000001
0.6864,17.5,2.0243,21.11,-0.0049,68.45,0.5066,3.6099999999999994
0.6954,17.5,2.0134,22.45,-0.0065,65.41,0.5158,4.949999999999999
0.6866,17.5,1.9995,23.27,-0.0094,66.05,0.5331,5.77
0.6766,17.5,1.9865,23.88,-0.0115,65.35,0.5564,6.379999999999999
0.6694,17.5,1.9783,24.4,-0.0196,66.83,0.5672,6.899999999999999
0.6938,17.5,1.9886,24.33,-0.0253,67.58,0.5545,6.829999999999998
0.7139,17.5,2.0323,23.91,-0.0285,70.66,0.5426,6.41
0.7167,17.5,2.0648,23.14,-0.0271,73.67,0.5513,5.640000000000001
0.7106,17.5,2.0939,22.36,-0.023,75.86,0.5576,4.859999999999999
0.6834,17.5,2.0969,22.21,-0.0124,76.82,0.5502,4.710000000000001
0.6663,17.5,2.0816,21.21,-0.0109,76.68,0.5316,3.710000000000001
0.6477,17.5,2.0569,18.94,-0.0107,76.44,0.5011,1.4400000000000013
0.6197,17.5,2.0367,20.43,-0.0165,75.91,0.4773,2.9299999999999997
0.589,17.5,2.0283,21.37,-0.0182,72.88,0.4604,3.870000000000001
0.5648,17.5,2.028,22.32,-0.0205,70.84,0.4649,4.82
0.5748,17.5,2.0376,22.84,-0.0225,70.5,0.4641,5.34
0.5935,17.5,2.0457,18.43,-0.0239,71.69,0.4479,0.9299999999999997
0.6423,17.5,2.0527,17.3,-0.0207,73.57,0.4424,-0.1999999999999993
0.6407,17.5,2.0636,17.58,-0.018,72.49,0.4494,0.0799999999999983
0.6518,17.5,2.0698,17.94,-0.0147,73.17,0.4606,0.4400000000000013
0.6323,17.5,2.0661,18.72,-0.0114,75.62,0.4941,1.2199999999999989
0.6329,17.5,2.0458,19.22,-0.0074,79.41,0.5212,1.7199999999999989
0.632,17.5,2.0286,18.42,-0.0033,79.96,0.5314,0.9200000000000017
0.6318,17.5,2.0203,19.77,-0.0046,78.5,0.5399,2.2699999999999996
0.6482,17.5,2.0219,20.42,-0.0046,77.11,0.5391,2.9200000000000017
0.672,17.5,2.0278,20.44,-0.0046,74.73,0.5216,2.9400000000000013
0.6592,17.5,2.0338,20.68,-0.0046,72.62,0.5097,3.1799999999999997
0.6585,17.5,2.0369,19.8,-0.0065,69.55,0.5017,2.3000000000000007
0.6306,17.5,2.0322,19.16,-0.0046,69.22,0.4946,1.6600000000000001
0.6347,17.5,2.0185,19.97,-0.0124,68.69,0.4859,2.469999999999999
0.6304,17.5,1.9968,19.44,-0.0172,70.84,0.4827,1.9400000000000013
0.6376,17.5,1.9796,19.96,-0.0191,70.58,0.4764,2.460000000000001
0.6521,17.5,1.978,20.99,-0.0184,68.22,0.4825,3.4899999999999984
0.676,17.5,1.9905,21.8,-0.0184,67.23,0.4936,4.300000000000001
0.6985,17.5,2.0208,22.22,-0.0165,68.36,0.5069,4.719999999999999
0.693,17.5,2.0547,21.21,-0.0162,70.89,0.5085,3.710000000000001
0.6735,17.5,2.0733,20.0,-0.0145,69.69,0.4985,2.5
0.6608,17.5,2.0798,19.19,-0.0087,69.03,0.4877,1.6900000000000013
0.6543,17.5,2.0733,19.68,-0.0084,67.7,0.4798,2.1799999999999997
0.658,17.5,2.0576,21.07,-0.0093,68.49,0.4756,3.5700000000000003
0.6409,17.5,2.0358,20.64,-0.0065,67.78,0.4867,3.1400000000000006
0.6525,17.5,2.0061,20.49,-0.0124,67.08,0.5214,2.9899999999999984
0.6479,17.5,1.9809,20.54,-0.0164,68.21,0.5558,3.039999999999999
0.6628,17.5,1.9665,19.84,-0.0182,72.19,0.5785,2.34
0.6641,17.5,1.9804,19.72,-0.0202,73.64,0.6118,2.219999999999999
0.6876,17.5,2.007,18.49,-0.0192,70.72,0.6328,0.9899999999999984
0.7432,17.5,2.0446,18.08,-0.0136,66.79,0.634,0.5799999999999983
0.7971,17.5,2.0537,18.42,-0.0066,68.32,0.6528,0.9200000000000017
0.8437,17.5,2.0578,18.32,-0.0063,72.13,0.6717,0.8200000000000003
0.7926,17.5,2.0696,18.64,-0.0063,74.42,0.6711,1.1400000000000006
0.7706,17.5,2.0825,18.75,-0.0063,73.75,0.6728,1.25
0.7243,17.5,2.0878,18.6,-0.0044,73.06,0.6866,1.1000000000000014
0.7378,17.5,2.0697,18.5,-0.0062,69.01,0.6632,1.0
0.7388,17.5,2.018,18.77,-0.0124,66.32,0.6232,1.2699999999999996
0.7703,17.5,1.9823,18.99,-0.0179,64.83,0.5982,1.4899999999999984
0.7621,17.5,1.9839,18.83,-0.0245,68.9,0.5596,1.3299999999999983
0.7248,17.5,2.0129,18.59,-0.029,70.89,0.5252,1.0899999999999999
0.6942,17.5,2.0332,19.03,-0.0306,71.32,0.5209,1.5300000000000011
0.6705,17.5,2.0301,19.78,-0.0319,73.13,0.5177,2.280000000000001
0.6375,17.5,2.0184,20.99,-0.0301,74.21,0.5113,3.4899999999999984
0.6213,17.5,2.0142,21.96,-0.0284,75.86,0.516,4.460000000000001
0.6053,17.5,2.0121,22.35,-0.0232,75.46,0.5161,4.850000000000001
0.6085,17.5,2.0159,23.5,-0.019,75.23,0.4989,6.0
0.6196,17.5,2.0276,23.47,-0.0162,71.98,0.4943,5.969999999999999
0.6331,17.5,2.0473,23.0,-0.0141,70.8,0.4995,5.5
0.6383,17.5,2.0865,23.68,-0.0144,70.87,0.5101,6.18
0.6449,17.5,2.0899,21.85,-0.0182,71.49,0.5338,4.350000000000001
0.6632,17.5,2.0794,20.55,-0.0209,70.54,0.5531,3.0500000000000007
0.6702,17.5,2.0674,19.28,-0.0275,71.68,0.56,1.7800000000000011
0.6752,17.5,2.0506,19.32,-0.032,74.33,0.5624,1.8200000000000003
0.6622,17.5,2.0259,19.0,-0.0357,72.55,0.57,1.5
0.6628,17.5,2.0106,18.98,-0.0377,70.04,0.5706,1.4800000000000004
0.6591,17.5,2.0042,19.22,-0.0382,67.49,0.5636,1.7199999999999989
0.6594,17.5,2.0088,19.23,-0.0339,66.6,0.5543,1.7300000000000004
0.6476,17.5,2.0177,19.19,-0.0319,65.35,0.5386,1.6900000000000013
0.6379,17.5,2.0373,19.88,-0.0318,68.49,0.5278,2.379999999999999
0.6325,17.5,2.0524,20.67,-0.0337,72.41,0.5222,3.1700000000000017
0.6227,17.5,2.0617,20.91,-0.0352,76.83,0.5245,3.41
0.6342,17.5,2.0601,19.37,-0.0357,76.95,0.5347,1.870000000000001
0.6416,17.5,2.06,18.77,-0.0338,74.51,0.5513,1.2699999999999996
0.6734,17.5,2.06,18.63,-0.0337,71.61,0.5798,1.129999999999999
0.707,17.5,2.0561,17.68,-0.0337,69.73,0.6013,0.17999999999999972
0.7326,17.5,2.0445,17.28,-0.0299,70.76,0.611,-0.21999999999999886
0.7481,17.5,2.0296,16.78,-0.0273,71.56,0.614,-0.7199999999999989
0.734,17.5,2.0107,17.28,-0.0258,72.18,0.6134,-0.21999999999999886
0.7123,17.5,1.9965,17.52,-0.0257,73.2,0.601,0.019999999999999574
0.6949,17.5,1.9517,17.59,-0.0234,75.39,0.5802,0.08999999999999986
0.6886,17.5,1.9452,17.65,-0.026,74.72,0.5595,0.14999999999999858
0.679,17.5,1.918,17.61,-0.0297,74.21,0.5454,0.10999999999999943
0.6582,17.5,1.9103,17.5,-0.0315,73.0,0.5307,0.0
0.6395,17.5,1.9167,17.24,-0.0316,74.46,0.5215,-0.26000000000000156
0.6262,17.5,1.9208,17.43,-0.0297,75.52,0.5108,-0.07000000000000028
0.6266,17.5,1.9412,17.89,-0.0281,75.95,0.5047,0.39000000000000057
0.6374,17.5,1.9584,17.46,-0.0239,75.91,0.4983,-0.03999999999999915
0.647,17.5,2.0216,16.97,-0.0176,74.37,0.5026,-0.5300000000000011
0.65,17.5,2.0442,16.92,-0.0088,72.97,0.5157,-0.5799999999999983
0.6502,17.5,2.0431,16.98,-0.0077,71.69,0.5325,-0.5199999999999996
0.6531,17.5,2.016,17.04,-0.0077,73.88,0.5461,-0.46000000000000085
0.656,17.5,2.0044,17.23,-0.0071,75.85,0.5497,-0.2699999999999996
0.6573,17.5,1.9636,17.29,-0.0039,75.72,0.5459,-0.21000000000000085
0.6629,17.5,1.9505,17.28,-0.0156,73.38,0.5426,-0.21999999999999886
0.6617,17.5,1.9298,17.84,-0.0171,70.8,0.534,0.33999999999999986
0.6547,17.5,1.9252,18.81,-0.0182,69.72,0.5112,1.3099999999999987
0.6475,17.5,1.9471,19.94,-0.0193,67.18,0.4727,2.4400000000000013
0.6367,17.5,1.9509,20.46,-0.0195,66.27,0.4398,2.960000000000001
0.6272,17.5,1.9548,21.19,-0.0272,65.06,0.4284,3.6900000000000013
0.61,17.5,1.9617,21.4,-0.0345,66.09,0.4362,3.8999999999999986
0.5873,17.5,1.9909,21.41,-0.0386,67.85,0.4815,3.91
0.5704,17.5,2.0103,21.48,-0.0392,71.07,0.5559,3.9800000000000004
0.5954,17.5,2.0341,22.21,-0.0361,70.8,0.6083,4.710000000000001
0.6743,17.5,2.0388,20.68,-0.0354,70.06,0.6262,3.1799999999999997
0.9036,17.5,2.0544,17.59,-0.0256,70.1,0.6552,0.08999999999999986
1.071,17.5,2.1839,17.45,-0.0188,72.33,0.7256,-0.05000000000000071
1.0465,17.5,2.3141,17.96,-0.011,72.74,0.8536,0.46000000000000085
0.9383,17.5,2.343,17.65,0.0028,71.16,1.0423,0.14999999999999858
0.881,17.5,2.2718,19.01,0.0101,72.35,1.1202,1.5100000000000016
0.8309,17.5,2.1151,19.3,0.0086,76.07,1.0061,1.8000000000000007
0.7977,17.5,2.033,17.73,0.0062,80.03,0.8294,0.23000000000000043
0.7642,17.5,1.9963,18.24,0.0016,83.33,0.7017,0.7399999999999984
0.7217,17.5,1.9729,19.2,-0.0012,84.91,0.613,1.6999999999999993
0.6885,17.5,1.9576,19.78,-0.0057,84.89,0.5752,2.280000000000001
0.6904,17.5,1.9483,20.04,-0.0122,80.84,0.5702,2.539999999999999
0.6982,17.5,1.947,21.23,-0.021,75.22,0.5721,3.7300000000000004
0.7043,17.5,1.9528,21.18,-0.0251,73.56,0.5567,3.6799999999999997
0.7122,17.5,1.9713,20.96,-0.0252,75.53,0.5464,3.460000000000001
0.7186,17.5,2.0105,20.98,-0.0235,80.9,0.5324,3.4800000000000004
0.7295,17.5,2.0389,22.53,-0.0179,81.51,0.5184,5.030000000000001
0.7035,17.5,2.0564,22.59,-0.0191,78.64,0.524,5.09
0.6877,17.5,2.0599,21.83,-0.0183,75.88,0.5444,4.329999999999998
0.6799,17.5,2.0619,21.96,-0.0175,74.47,0.5576,4.460000000000001
0.6958,17.5,2.0658,21.44,-0.0157,75.76,0.5716,3.9400000000000013
0.7131,17.5,2.0727,21.48,-0.0139,75.01,0.5852,3.9800000000000004
0.6999,17.5,2.0797,21.35,-0.0153,74.99,0.593,3.8500000000000014
0.6763,17.5,2.0954,22.1,-0.0158,74.97,0.612,4.600000000000001
0.6767,17.5,2.1047,22.29,-0.0163,76.81,0.6149,4.789999999999999
0.6908,17.5,2.1021,19.06,-0.0168,77.33,0.5953,1.5599999999999987
0.7073,17.5,2.0914,19.89,-0.0171,78.4,0.5778,2.3900000000000006
0.6979,17.5,2.0833,20.39,-0.0171,77.43,0.5513,2.8900000000000006
0.6921,17.5,2.0743,19.84,-0.0171,78.34,0.5327,2.34
0.6742,17.5,2.0596,18.7,-0.018,77.77,0.5224,1.1999999999999993
0.6553,17.5,2.0475,20.27,-0.0191,76.7,0.5292,2.7699999999999996
0.6378,17.5,2.0345,20.13,-0.0201,74.59,0.5531,2.629999999999999
0.632,17.5,2.0321,20.61,-0.0213,72.12,0.5599,3.1099999999999994
0.6507,17.5,2.0387,21.95,-0.023,71.04,0.5588,4.449999999999999
0.6884,17.5,2.0477,18.57,-0.0246,71.85,0.556,1.0700000000000003
0.7212,17.5,2.0538,20.0,-0.025,73.2,0.5735,2.5
0.7121,17.5,2.0559,21.13,-0.0269,73.63,0.5877,3.629999999999999
0.6933,17.5,2.0541,22.43,-0.0269,73.63,0.603,4.93
0.6777,17.5,2.0511,21.63,-0.0212,72.27,0.5866,4.129999999999999
0.6877,17.5,2.0481,20.18,-0.021,73.15,0.5563,2.6799999999999997
0.6852,17.5,2.0499,19.39,-0.021,73.32,0.5357,1.8900000000000006
0.6863,17.5,2.0654,20.04,-0.0226,72.04,0.5261,2.539999999999999
0.6557,17.5,2.0756,19.87,-0.0248,69.23,0.5263,2.370000000000001
0.6433,17.5,2.0712,19.6,-0.0249,66.21,0.5303,2.1000000000000014
0.6285,17.5,2.0527,20.42,-0.0215,68.96,0.5171,2.9200000000000017
0.6347,17.5,2.0424,20.23,-0.019,72.68,0.4967,2.7300000000000004
0.63,17.5,2.0507,19.33,-0.0208,74.73,0.4671,1.8299999999999983
0.6297,17.5,2.0702,19.7,-0.022,73.38,0.4436,2.1999999999999993
0.6414,17.5,2.0797,19.55,-0.019,70.0,0.4512,2.0500000000000007
0.6328,17.5,2.0636,18.9,-0.015,69.15,0.4754,1.3999999999999986
0.627,17.5,2.0409,17.81,-0.0149,68.93,0.5092,0.3099999999999987
0.6066,17.5,2.0208,18.17,-0.0168,70.75,0.5585,0.6700000000000017
0.5971,17.5,1.9998,19.21,-0.0188,70.58,0.5961,1.7100000000000009
0.6378,17.5,1.9942,18.15,-0.0188,70.23,0.5678,0.6499999999999986
0.7379,17.5,2.02,17.21,-0.0243,68.36,0.5393,-0.28999999999999915
0.8454,17.5,2.0527,17.17,-0.0214,68.75,0.5393,-0.3299999999999983
0.7626,17.5,2.1811,17.13,-0.0134,70.57,0.5465,-0.370000000000001
0.6793,17.5,2.2033,17.05,-0.003,74.61,0.5776,-0.4499999999999993
0.6301,17.5,2.2001,17.21,-0.0021,75.66,0.6114,-0.28999999999999915
0.6222,17.5,2.0615,17.47,-0.006,74.99,0.5877,-0.030000000000001137
0.6424,17.5,1.9944,17.56,-0.0092,73.11,0.5382,0.05999999999999872
0.6544,17.5,1.9679,17.74,-0.0147,69.34,0.5125,0.23999999999999844
0.6451,17.5,1.9584,17.89,-0.0205,67.51,0.4972,0.39000000000000057
0.6276,17.5,1.9599,18.06,-0.0207,65.27,0.4986,0.5599999999999987
0.6353,17.5,1.9658,18.26,-0.0207,67.16,0.5299,0.7600000000000016
0.6428,17.5,1.9718,18.76,-0.0207,67.57,0.5541,1.2600000000000016
0.6592,17.5,1.9855,19.07,-0.0206,69.8,0.5611,1.5700000000000003
0.6657,17.5,2.0158,18.12,-0.0206,71.19,0.5642,0.620000000000001
0.6613,17.5,2.0305,17.43,-0.0206,72.48,0.5489,-0.07000000000000028
0.6645,17.5,2.0628,17.05,-0.0221,71.32,0.5239,-0.4499999999999993
0.655,17.5,2.0678,17.17,-0.0219,70.16,0.4965,-0.3299999999999983
0.633,17.5,2.0642,17.1,-0.0187,68.73,0.4636,-0.3999999999999986
0.606,17.5,2.065,17.35,-0.0171,66.47,0.4499,-0.14999999999999858
0.5436,17.5,2.065,17.54,-0.0149,65.9,0.4631,0.03999999999999915
0.522,17.5,2.0525,17.79,-0.005,67.57,0.4676,0.28999999999999915
0.5197,17.5,2.0308,18.47,-0.0012,69.37,0.4603,0.9699999999999989
0.5518,17.5,2.0156,18.62,-0.0033,71.83,0.4458,1.120000000000001
0.5932,17.5,2.0112,18.62,-0.0199,72.45,0.439,1.120000000000001
0.6084,17.5,2.0322,18.63,-0.027,74.52,0.4573,1.129999999999999
0.6391,17.5,2.0686,18.58,-0.0284,71.96,0.504,1.0799999999999983
0.6648,17.5,2.0825,17.24,-0.0265,68.0,0.5332,-0.26000000000000156
0.6666,17.5,2.0917,17.01,-0.0241,65.2,0.5427,-0.48999999999999844
0.6577,17.5,2.0843,16.52,-0.0208,67.56,0.5392,-0.9800000000000004
0.6301,17.5,2.059,16.76,-0.0194,71.78,0.5225,-0.7399999999999984
0.6071,17.5,1.9945,16.78,-0.0185,74.17,0.4901,-0.7199999999999989
0.6039,17.5,1.9872,17.04,-0.0192,74.35,0.4658,-0.46000000000000085
0.6005,17.5,1.9755,16.97,-0.0204,76.1,0.4566,-0.5300000000000011
0.5907,17.5,1.975,16.47,-0.0204,78.23,0.4469,-1.0300000000000011
0.5831,17.5,1.9769,16.65,-0.0127,81.36,0.4432,-0.8500000000000014
0.585,17.5,1.9789,15.72,-0.0107,83.5,0.4461,-1.7799999999999994
0.6026,17.5,1.9848,14.39,-0.0131,83.77,0.4491,-3.1099999999999994
0.5996,17.5,1.9927,14.16,-0.0137,80.38,0.4514,-3.34
0.6118,17.5,1.9911,14.23,-0.0143,79.28,0.4613,-3.2699999999999996
0.6631,17.5,1.9737,14.27,-0.0125,80.86,0.4882,-3.2300000000000004
0.6408,17.5,1.948,14.16,-0.0124,83.67,0.5193,-3.34
0.6519,17.5,1.9297,14.04,-0.0124,81.75,0.5703,-3.460000000000001
0.6725,17.5,1.9252,14.04,-0.0134,78.89,0.6064,-3.460000000000001
0.7238,17.5,1.9327,14.23,-0.0187,78.95,0.6217,-3.2699999999999996
0.7693,17.5,1.957,14.54,-0.0183,78.38,0.6197,-2.960000000000001
0.7836,17.5,1.9551,14.68,-0.0181,76.41,0.6133,-2.8200000000000003
